device max_iat max_rtt mean_iat mean_rtt median_iat median_rtt min_iat min_rtt
0 0.000013982 0.191975604 0.000007285 0.006366388 0.000003089 0.003972642 0.000002603 0.000100198
0 0.000013927 0.119979904 0.000010588 0.005860080 0.000013050 0.003972989 0.000002495 0.000101437
0 0.000020338 0.111948995 0.000010762 0.005972451 0.000013011 0.003973286 0.000002044 0.000100749
0 0.000015672 0.103965949 0.000008836 0.006167230 0.000012775 0.003973503 0.000002094 0.000101958
0 0.000013599 0.063977614 0.000005802 0.005543248 0.000002892 0.003973509 0.000002171 0.000105185
0 0.000014150 0.107991969 0.000005208 0.006171139 0.000002860 0.003974442 0.000002533 0.000102018
0 0.000013323 0.175951668 0.000003164 0.006115509 0.000002926 0.003972224 0.000002599 0.000101239
0 0.000007686 0.071992905 0.000003077 0.005966305 0.000002913 0.003973009 0.000002373 0.000100345
0 0.000013724 0.127912297 0.000003968 0.006465924 0.000002822 0.003975129 0.000002524 0.000104734
0 0.000015212 0.063942757 0.000007749 0.005590223 0.000003458 0.003973118 0.000002296 0.000106635
0 0.000022871 0.115964463 0.000010117 0.006084385 0.000012966 0.003973212 0.000002110 0.000101866
0 0.000013469 0.115942549 0.000010654 0.005997480 0.000013058 0.003973582 0.000002085 0.000100505
0 0.000013383 0.079928507 0.000004677 0.005533033 0.000002761 0.003971466 0.000002057 0.000102558
0 0.000013664 0.107938213 0.000010298 0.005846447 0.000012994 0.003971951 0.000002104 0.000100616
0 0.000015292 0.123987819 0.000010720 0.006801133 0.000013099 0.003973507 0.000002863 0.000100099
0 0.000013679 0.087974338 0.000005708 0.006349242 0.000002795 0.003974185 0.000002326 0.000100016
0 0.000014020 0.111934547 0.000008036 0.005821986 0.000009454 0.003973037 0.000002155 0.000100638
0 0.000013577 0.079980117 0.000008425 0.005912055 0.000012384 0.003972431 0.000002031 0.000102863
0 0.000013518 0.071987831 0.000010753 0.006283673 0.000013020 0.003973186 0.000002769 0.000100396
0 0.000013612 0.131921849 0.000009354 0.006124992 0.000012902 0.003972612 0.000002042 0.000104752
0 0.000019585 0.103927451 0.000010368 0.006484596 0.000013006 0.003972936 0.000002835 0.000100393
0 0.000014437 0.071934528 0.000010106 0.005594643 0.000013090 0.003973626 0.000002462 0.000103493
0 0.000015081 0.131967394 0.000007666 0.006621261 0.000003869 0.003974165 0.000002682 0.000100149
0 0.003999569 0.115978213 0.000089167 0.006130281 0.000013198 0.003973601 0.000002737 0.000100450
0 0.000014230 0.103945102 0.000008369 0.006065020 0.000008471 0.003973617 0.000002390 0.000100989
0 0.000014131 0.103767884 0.000008464 0.006177542 0.000010447 0.003972866 0.000002789 0.000101238
0 0.000014258 0.107989978 0.000008404 0.005690753 0.000008348 0.003972697 0.000002893 0.000101639
0 0.000013847 0.083980928 0.000007882 0.006179489 0.000003538 0.003973587 0.000002784 0.000100922
0 0.000023718 0.087960078 0.000004465 0.006203006 0.000003273 0.003973080 0.000002668 0.000100805
0 0.000014171 0.103962075 0.000007661 0.006143074 0.000003371 0.003973402 0.000002587 0.000101188
0 0.000014495 0.119955589 0.000008567 0.006137680 0.000010643 0.003972781 0.000002704 0.000101641
0 0.000014127 0.051959771 0.000007217 0.005732758 0.000003652 0.003973938 0.000002857 0.000105611
0 0.000014321 0.107947112 0.000009055 0.006112486 0.000013025 0.003976996 0.000002951 0.000100338
0 0.000014033 0.291984637 0.000008509 0.006195288 0.000010704 0.003986425 0.000002252 0.000100643
0 0.000014400 0.135998769 0.000007131 0.006961919 0.000003551 0.003999710 0.000002667 0.003606780
0 0.000021951 0.116000019 0.000008436 0.007167253 0.000005503 0.003999745 0.000002710 0.003817939
0 0.000014557 0.128000888 0.000007173 0.006632553 0.000003729 0.003999702 0.000002884 0.003972901
0 0.000014323 0.119998272 0.000007120 0.006300566 0.000003634 0.003999684 0.000002870 0.003972562
0 0.000013922 0.119981330 0.000008052 0.006492569 0.000004200 0.003999765 0.000002756 0.003973315
0 0.000014341 0.111980769 0.000008552 0.006379223 0.000009624 0.003999675 0.000002895 0.003975498
0 0.000020974 0.131999008 0.000008483 0.006799220 0.000005663 0.003999725 0.000002899 0.003955319
0 0.000014491 0.135998985 0.000008911 0.006787256 0.000012951 0.003999602 0.000002787 0.003936500
0 0.000014265 0.127999409 0.000008123 0.007036570 0.000003857 0.003999758 0.000002920 0.003956336
0 0.000014666 0.115994870 0.000007825 0.006856542 0.000003819 0.003999779 0.000002645 0.003972683
1 0.000021770 0.179997043 0.000008381 0.004596533 0.000007840 0.003998243 0.000006587 0.003901371
1 0.000019089 0.027990126 0.000009784 0.004327238 0.000008021 0.003998337 0.000005680 0.003921818
1 0.000014277 0.087991759 0.000007788 0.004783201 0.000007215 0.003998448 0.000005278 0.003924207
1 0.000021077 0.023999549 0.000008747 0.004864545 0.000007823 0.003998768 0.000005111 0.003944543
1 0.000020065 0.020010446 0.000009729 0.004495420 0.000007892 0.003998667 0.000006175 0.003952750
1 0.000014029 0.087997854 0.000008183 0.004707360 0.000007944 0.003998619 0.000005808 0.003917400
1 0.000023117 0.132000017 0.000010043 0.004759259 0.000007517 0.003998473 0.000005367 0.003938216
1 0.000025907 0.016005601 0.000008930 0.004468609 0.000008419 0.003998506 0.000005548 0.003931048
1 0.000027236 0.015998064 0.000008583 0.004464542 0.000007997 0.003998619 0.000005717 0.003913847
1 0.000031854 0.015990471 0.000011432 0.004440694 0.000009483 0.003998688 0.000005519 0.003948999
1 0.000020972 0.023999736 0.000008573 0.004460624 0.000008503 0.003998603 0.000005769 0.003924284
1 0.000012466 0.079998987 0.000008287 0.004721976 0.000008198 0.003998576 0.000006203 0.003946968
1 0.000040370 0.016035509 0.000010445 0.004434121 0.000008377 0.003998728 0.000005701 0.003923369
1 0.000018756 0.016002339 0.000007833 0.004440688 0.000007698 0.003998550 0.000005718 0.003949394
1 0.000038043 0.015998248 0.000010143 0.004456611 0.000007489 0.003998616 0.000006163 0.003925496
1 0.000019565 0.147998538 0.000008233 0.004788597 0.000008122 0.003998591 0.000006099 0.003914622
1 0.000016997 0.023999731 0.000008789 0.004536656 0.000007509 0.003998667 0.000004100 0.003932429
1 0.000024388 0.016018730 0.000008602 0.004431334 0.000008268 0.003998629 0.000004471 0.003413577
1 0.000022001 0.015999883 0.000010264 0.004468636 0.000008370 0.003998633 0.000005328 0.003910731
1 0.000012346 0.083993439 0.000007205 0.004551304 0.000006907 0.003998613 0.000005027 0.003928389
1 0.000020151 0.136001333 0.000007996 0.004736624 0.000007658 0.003998679 0.000005235 0.003925026
1 0.000015715 0.020000122 0.000009508 0.004518008 0.000009387 0.003998681 0.000005589 0.003929493
1 0.000019230 0.015998872 0.000010619 0.004477922 0.000009737 0.003998605 0.000005041 0.002557663
1 0.000014167 0.015999545 0.000007482 0.004508707 0.000007164 0.003998586 0.000005399 0.003923836
1 0.000011811 0.092007454 0.000007396 0.004868613 0.000007319 0.003998690 0.000005862 0.003923571
1 0.000017121 0.028000724 0.000009588 0.004587288 0.000007747 0.003998576 0.000005092 0.003921239
1 0.000019015 0.015996634 0.000007536 0.004465853 0.000007273 0.003998382 0.000005005 0.002471068
1 0.000017367 0.016032470 0.000007725 0.004492679 0.000007570 0.003998646 0.000005394 0.003915859
1 0.000024906 0.016000511 0.000011650 0.004480774 0.000011554 0.003998696 0.000005510 0.003943090
1 0.000018087 0.088000796 0.000012213 0.004778007 0.000012316 0.003998731 0.000006402 0.003926465
1 0.000025845 0.020001236 0.000009064 0.004489901 0.000008411 0.003998578 0.000006238 0.003920749
1 0.000016430 0.015991851 0.000008601 0.004480636 0.000008531 0.003998601 0.000005495 0.003829639
1 0.000019363 0.016000601 0.000010097 0.004484698 0.000008103 0.003998672 0.000004930 0.003900182
1 0.000020580 0.132000117 0.000008165 0.004755338 0.000007487 0.003998664 0.000005601 0.003825693
1 0.000011331 0.020002352 0.000008447 0.004521951 0.000008426 0.003998658 0.000005602 0.003877509
1 0.000022274 0.016000402 0.000009730 0.004552551 0.000007923 0.003998600 0.000004874 0.003954302
1 0.000020035 0.020008566 0.000007997 0.004455394 0.000007558 0.003998631 0.000005481 0.003824307
1 0.000035854 0.015999257 0.000010950 0.004412725 0.000008637 0.003998651 0.000006085 0.003928179
1 0.000017538 0.107998943 0.000008523 0.004758009 0.000008413 0.003998635 0.000005018 0.003908300
1 0.000012826 0.023998600 0.000008714 0.004439404 0.000008725 0.003998695 0.000005078 0.003899486
1 0.000054873 0.015997972 0.000011785 0.004371368 0.000009225 0.003998603 0.000005487 0.003932676
1 0.000018071 0.035997877 0.000007798 0.004496606 0.000007676 0.003998550 0.000005407 0.003942924
1 0.000011221 0.135998793 0.000008164 0.004801957 0.000007826 0.003998600 0.000005831 0.003955344
1 0.000023864 0.016000322 0.000010417 0.004383292 0.000008190 0.003998593 0.000005785 0.003936222
1 0.000009804 0.019999839 0.000007564 0.004423281 0.000007528 0.003998597 0.000004951 0.003950940
1 0.000015965 0.015999441 0.000008129 0.004393945 0.000008002 0.003998423 0.000004974 0.003940099
1 0.000019774 0.016019999 0.000010495 0.004415296 0.000008736 0.003998512 0.000005575 0.003914483
1 0.000011512 0.083996334 0.000008062 0.004873855 0.000007857 0.003998656 0.000004765 0.003960792
1 0.000022343 0.016001003 0.000010121 0.004451303 0.000008446 0.003998619 0.000005879 0.003936153
1 0.000018704 0.012002970 0.000008315 0.004472608 0.000008137 0.003998631 0.000004946 0.003945674
1 0.000018321 0.027997783 0.000008347 0.004457901 0.000007967 0.003998579 0.000005919 0.003924125
1 0.000037126 0.111984607 0.000010804 0.004757946 0.000008555 0.003998657 0.000005774 0.003940403
1 0.000009947 0.051999994 0.000007780 0.004577967 0.000007764 0.003998560 0.000005783 0.003942344
1 0.000021089 0.019996996 0.000008208 0.004441981 0.000008042 0.003998571 0.000004991 0.003962895
1 0.000021832 0.019995231 0.000010695 0.004492652 0.000008910 0.003998552 0.000005421 0.003950415
1 0.000021575 0.016001327 0.000008095 0.004435282 0.000007861 0.003998547 0.000005952 0.003958172
1 0.000020625 0.291997281 0.000009010 0.004827088 0.000008043 0.003998333 0.000005442 0.003932379
1 0.000023450 0.020001058 0.000009419 0.004425849 0.000008430 0.003998459 0.000006415 0.003909364
1 0.000021287 0.016001929 0.000008019 0.004432647 0.000007712 0.003998524 0.000005374 0.003956072
1 0.000025983 0.016001766 0.000010173 0.004403241 0.000008111 0.003998530 0.000005407 0.003944272
1 0.000028350 0.120000193 0.000008617 0.004813953 0.000007757 0.003998603 0.000005706 0.003956274
1 0.000015661 0.012006839 0.000008030 0.004421967 0.000007983 0.003998594 0.000005702 0.003919154
1 0.000020269 0.015999622 0.000010382 0.004429881 0.000008675 0.003998484 0.000004652 0.003923542
1 0.000016042 0.015997007 0.000008062 0.004411219 0.000007961 0.003998439 0.000004913 0.003935451
1 0.000023950 0.012005397 0.000007946 0.004425869 0.000007603 0.003998551 0.000005613 0.003942073
1 0.000020780 0.080001073 0.000010180 0.004760629 0.000008370 0.003998675 0.000005813 0.003949349
1 0.000023982 0.020004592 0.000008212 0.004440658 0.000007695 0.003998594 0.000005786 0.003902590
1 0.000022494 0.012005592 0.000009640 0.004449920 0.000007689 0.003998606 0.000004879 0.003925167
1 0.000017581 0.016000706 0.000008623 0.004692480 0.000008328 0.003998698 0.000005422 0.003924844
1 0.000018745 0.295999898 0.000008200 0.004887271 0.000007998 0.003998694 0.000005666 0.003924782
1 0.000021788 0.019999768 0.000009750 0.004569940 0.000007609 0.003998707 0.000005615 0.003926277
1 0.000018657 0.012013205 0.000008143 0.004508515 0.000007789 0.003998507 0.000005647 0.003936384
1 0.000028593 0.015998910 0.000009015 0.004409993 0.000008586 0.003998584 0.000005317 0.003964121
1 0.000020247 0.019999982 0.000010386 0.004503287 0.000008499 0.003998629 0.000006188 0.003960677
1 0.000021202 0.099995806 0.000008284 0.004733829 0.000007690 0.003998395 0.000005995 0.003928195
1 0.000022952 0.015996025 0.000008876 0.004483262 0.000007398 0.003998594 0.000005155 0.003952016
1 0.000017210 0.028001217 0.000008527 0.004421906 0.000007639 0.003998578 0.000005682 0.003812642
1 0.000014506 0.012007870 0.000007507 0.004380630 0.000007311 0.003998504 0.000005226 0.003934288
1 0.000026647 0.244017980 0.000010256 0.004759326 0.000007451 0.003998636 0.000005117 0.003929405
1 0.000017435 0.016004817 0.000007759 0.004445868 0.000007526 0.003998465 0.000005545 0.003940341
1 0.000009261 0.020000347 0.000007292 0.004497888 0.000007183 0.003998565 0.000004886 0.003917076
1 0.000036683 0.019999811 0.000009508 0.004461938 0.000007422 0.003998563 0.000004449 0.003946458
1 0.000016931 0.076001023 0.000007801 0.004551243 0.000007369 0.003998544 0.000005312 0.003954760
1 0.000019977 0.079988050 0.000007557 0.004558038 0.000007035 0.003998581 0.000004694 0.003927451
1 0.000032934 0.019999171 0.000010253 0.004476651 0.000008527 0.003998662 0.000005601 0.003906390
1 0.000012709 0.024002101 0.000007662 0.004452532 0.000007613 0.003998395 0.000005605 0.003941233
1 0.000022604 0.020005518 0.000009825 0.004473970 0.000007908 0.003998658 0.000005415 0.003925734
1 0.000020185 0.155995768 0.000007558 0.004891288 0.000007459 0.003998816 0.000004890 0.003946122
1 0.000009737 0.016002725 0.000007136 0.004515258 0.000007222 0.003998644 0.000005369 0.003970308
1 0.000020957 0.027992806 0.000010194 0.004609997 0.000008422 0.003998741 0.000005838 0.003946905
1 0.000032731 0.015998042 0.000008314 0.004485983 0.000007592 0.003998580 0.000005699 0.003960265
1 0.000014251 0.123996191 0.000008134 0.004797878 0.000007866 0.003998540 0.000005168 0.003924874
1 0.000022387 0.020001380 0.000010649 0.004531347 0.000008828 0.003998716 0.000005738 0.003934656
1 0.000011234 0.036005987 0.000008044 0.004752594 0.000007847 0.003998781 0.000005693 0.003943103
1 0.000019256 0.016023021 0.000009608 0.004433891 0.000007949 0.003998486 0.000005467 0.003954375
1 0.000017974 0.019994211 0.000008661 0.004479264 0.000008119 0.003998565 0.000005851 0.003949022
1 0.000022496 0.155997067 0.000008753 0.004867262 0.000008221 0.003998641 0.000004829 0.003937057
1 0.000032630 0.012006543 0.000010734 0.004439300 0.000008779 0.003998617 0.000005420 0.003889978
1 0.000011128 0.019999604 0.000007895 0.004400643 0.000007984 0.003998578 0.000005414 0.003964100
1 0.000028252 0.015998954 0.000008524 0.004427248 0.000007898 0.003998517 0.000005840 0.003935626
2 0.000020374 0.099988917 0.000010906 0.006648764 0.000013260 0.003999652 0.000002440 0.003977884
2 0.000014174 0.083999176 0.000007579 0.006474870 0.000004512 0.003999491 0.000002984 0.003978712
2 0.000014654 0.067998151 0.000011622 0.005775665 0.000013339 0.003999423 0.000002656 0.003983774
2 0.000019590 0.048006990 0.000011459 0.005295861 0.000013418 0.003999288 0.000002780 0.003979560
2 0.000013958 0.055999339 0.000007317 0.005439807 0.000003671 0.003999282 0.000002451 0.003981669
2 0.000014504 0.119988563 0.000008799 0.008847741 0.000012859 0.004000172 0.000002927 0.003977913
2 0.000014086 0.055989878 0.000007178 0.005186577 0.000003631 0.003999245 0.000002644 0.003979957
2 0.000014933 0.059998127 0.000008538 0.005200637 0.000006822 0.003999240 0.000002745 0.003981944
2 0.000014260 0.067999653 0.000006751 0.006083194 0.000003705 0.003999502 0.000002610 0.003980677
2 0.000015506 0.055989975 0.000006444 0.005714362 0.000003570 0.003999368 0.000002543 0.003978327
2 0.000014095 0.079999459 0.000006281 0.005547996 0.000003568 0.003999374 0.000002755 0.003978084
2 0.000015755 0.087989180 0.000007663 0.005279606 0.000004179 0.003999256 0.000002963 0.003984614
2 0.003999134 0.067988171 0.000085184 0.005608939 0.000003359 0.003999285 0.000002678 0.003979033
2 0.000014768 0.075997753 0.000008484 0.006526461 0.000008979 0.003999555 0.000002705 0.003981925
2 0.000020061 0.091998979 0.000008417 0.006359778 0.000008559 0.003999453 0.000002813 0.003981381
2 0.000013786 0.100000210 0.000008792 0.006683828 0.000012909 0.003999493 0.000002486 0.003972369
2 0.000020004 0.084011236 0.000008083 0.006783816 0.000006410 0.003999581 0.000002566 0.003979962
2 0.000013650 0.095986578 0.000005825 0.008087364 0.000002899 0.003999790 0.000002627 0.003985311
2 0.000019629 0.075999616 0.000008965 0.006486286 0.000012756 0.003999491 0.000002093 0.003977226
2 0.000019747 0.059998228 0.000009066 0.006589971 0.000012710 0.003999618 0.000002765 0.003985219
2 0.000013975 0.071988707 0.000008407 0.005885079 0.000009805 0.003999456 0.000002526 0.003980963
2 0.000016681 0.087988267 0.000009447 0.005379737 0.000012396 0.003999207 0.000002800 0.003981234
2 0.000014160 0.079998746 0.000010369 0.006390108 0.000013001 0.003999616 0.000002682 0.003970476
2 0.000014023 0.063988456 0.000006431 0.005732664 0.000003423 0.003999223 0.000002711 0.003974823
2 0.000013569 0.095987661 0.000008623 0.005722338 0.000012710 0.003999502 0.000002169 0.003975001
2 0.000013579 0.103989056 0.000007079 0.005933230 0.000003279 0.003999506 0.000002632 0.003982063
2 0.000014207 0.075987873 0.000005907 0.006283930 0.000003158 0.003999596 0.000002593 0.003985145
2 0.000020972 0.079998937 0.000006724 0.007076814 0.000003523 0.003999667 0.000002560 0.003974570
2 0.000014148 0.115999887 0.000009421 0.006770642 0.000012979 0.003999677 0.000002806 0.003982211
2 0.000016266 0.167989947 0.000008673 0.006324839 0.000008341 0.003999464 0.000002958 0.003984548
2 0.000013643 0.051998767 0.000010745 0.005078268 0.000013011 0.003999143 0.000002836 0.003981208
2 0.000013622 0.051998786 0.000009909 0.005151672 0.000012989 0.003999011 0.000002079 0.003948992
2 0.000019909 0.052000043 0.000010275 0.005457875 0.000013033 0.003998972 0.000002801 0.003954481
2 0.000013524 0.091999778 0.000010330 0.006309988 0.000012952 0.003999161 0.000002703 0.003972462
2 0.000020537 0.167986782 0.000009477 0.007117054 0.000012892 0.003999482 0.000002082 0.003874613
2 0.000013622 0.043989645 0.000009103 0.005384727 0.000012902 0.003998889 0.000002771 0.003956251
2 0.000018791 0.056000354 0.000009662 0.005887169 0.000012872 0.003998809 0.000002413 0.003963643
2 0.000023079 0.071990870 0.000010065 0.005548592 0.000012923 0.003998863 0.000002505 0.003964482
2 0.000013554 0.064007571 0.000008743 0.005723967 0.000012984 0.003999127 0.000002862 0.003966724
2 0.000014407 0.079999465 0.000008579 0.005991850 0.000010553 0.003999420 0.000002377 0.003974232
2 0.000016444 0.083988246 0.000006793 0.006398426 0.000003734 0.003999565 0.000002675 0.003983200
2 0.000014591 0.103998643 0.000008728 0.005624674 0.000012931 0.003999254 0.000002707 0.003976399
2 0.000019553 0.047986858 0.000007293 0.005426020 0.000004049 0.003999262 0.000002503 0.003978243
2 0.000013712 0.064000156 0.000009608 0.006403380 0.000013053 0.003999657 0.000002403 0.003979816
2 0.000013716 0.107998011 0.000005339 0.006334107 0.000003051 0.003999446 0.000002413 0.003979843
2 0.000027590 0.107988752 0.000007304 0.006122102 0.000004356 0.003999479 0.000002583 0.003983003
2 0.000013979 0.087985960 0.000008166 0.007132756 0.000006669 0.003999743 0.000002578 0.003977976
2 0.000017609 0.091986234 0.000007669 0.007039348 0.000005807 0.003999648 0.000002648 0.003983449
2 0.000015587 0.191998589 0.000005372 0.007049234 0.000003099 0.003999614 0.000002394 0.003982304
2 0.000019981 0.087989048 0.000008852 0.006716801 0.000011870 0.003999485 0.000002851 0.003981102
2 0.000022580 0.083988039 0.000008347 0.006502372 0.000005411 0.003999558 0.000002937 0.003984267
2 0.000013979 0.063987522 0.000006817 0.005998101 0.000004045 0.003999390 0.000002953 0.003980459
2 0.000019537 0.091997498 0.000008009 0.007519470 0.000005476 0.003999898 0.000002795 0.003984457
2 0.000014298 0.103988132 0.000007597 0.008241715 0.000003654 0.004000013 0.000002793 0.003885941
2 0.000020384 0.067987813 0.000009243 0.006580661 0.000013042 0.003999578 0.000002473 0.003982514
2 0.000014377 0.079997495 0.000008188 0.005927367 0.000005282 0.003999413 0.000002808 0.003982887
2 0.000014070 0.079988351 0.000008432 0.005941620 0.000007694 0.003999410 0.000002994 0.003979544
2 0.000019818 0.103989343 0.000010414 0.007515522 0.000013031 0.004000116 0.000002467 0.003980721
2 0.000013591 0.115999237 0.000009652 0.006810548 0.000012866 0.003999741 0.000002566 0.003971177
2 0.000013908 0.060000461 0.000011173 0.006170277 0.000013033 0.003999592 0.000002812 0.003983167
2 0.000020020 0.075990179 0.000010725 0.005537931 0.000012995 0.003999298 0.000002540 0.003980313
2 0.000014020 0.063999619 0.000009292 0.005555360 0.000012886 0.003999284 0.000002164 0.003980706
2 0.000019971 0.063998367 0.000010829 0.005622100 0.000013073 0.003999262 0.000002323 0.003980768
2 0.000017325 0.084002525 0.000008397 0.005387719 0.000006502 0.003999199 0.000002659 0.003974553
2 0.000013419 0.055999425 0.000010105 0.005572921 0.000013008 0.003999252 0.000002106 0.003980222
2 0.000019622 0.055988135 0.000010603 0.005836997 0.000012936 0.003999353 0.000002163 0.003980043
2 0.000016246 0.152000570 0.000010129 0.007242197 0.000012962 0.003999852 0.000002817 0.003980840
2 0.000025577 0.043987797 0.000010197 0.005768793 0.000012950 0.003999466 0.000002809 0.003981494
2 0.000014102 0.083988398 0.000009665 0.005396663 0.000012860 0.003999338 0.000002953 0.003982062
2 0.000013848 0.087998713 0.000009100 0.005296546 0.000012917 0.003999216 0.000002824 0.003979698
2 0.000014110 0.087999309 0.000009231 0.005372651 0.000012885 0.003999287 0.000002461 0.003981115
2 0.003999246 0.071998991 0.000088645 0.005414123 0.000012860 0.003999204 0.000002562 0.003819478
2 0.004000217 0.083997164 0.000089411 0.005711980 0.000012980 0.003999256 0.000002812 0.003976408
2 0.000014545 0.275999523 0.000008465 0.005915912 0.000010695 0.003999294 0.000002131 0.003983953
2 0.000015167 0.039987600 0.000007633 0.005302323 0.000003996 0.003999231 0.000002274 0.003984335
2 0.000022051 0.047998416 0.000010169 0.005502499 0.000012996 0.003999372 0.000002750 0.003980348
2 0.000014784 0.075989145 0.000008926 0.005780882 0.000012797 0.003999254 0.000002472 0.003981610
2 0.000020044 0.124000752 0.000010013 0.005572252 0.000012957 0.003999264 0.000002172 0.003976708
